Voltage,Current,Temperature,Vibration,Fault
246.92,11.57,53.84,5.88,0
228.24,3.02,78.28,4.09,0
233.09,5.59,44.62,1.2,0
212.55,5.28,78.06,0.95,0
233.04,11.36,76.31,8.29,1
237.7,6.65,90.3,4.03,1
212.63,6.04,41.5,2.44,0
240.7,3.33,53.94,5.44,0
224.63,1.2,47.03,3.45,0
234.03,10.65,71.46,5.4,0
236.85,10.23,20.59,6.46,0
223.69,9.11,46.56,6.9,0
242.94,2.46,91.0,5.38,1
244.03,2.17,25.72,9.73,1
216.18,3.71,68.98,9.73,1
225.05,2.2,37.35,9.69,1
221.44,6.9,34.71,3.01,0
213.65,2.97,43.35,5.49,0
232.47,1.82,56.9,8.24,1
223.17,1.33,28.24,5.66,0
216.39,11.79,35.5,2.58,0
244.02,7.71,58.47,3.97,0
249.39,9.56,33.75,6.68,0
235.05,6.66,81.67,1.18,1
227.49,9.31,83.5,6.94,1
249.15,12.58,73.58,0.21,0
227.94,0.84,27.23,1.84,0
224.17,5.92,36.3,1.91,0
230.57,10.68,30.07,0.08,0
221.89,6.47,89.74,5.13,1
226.64,8.39,23.8,2.35,0
243.34,3.83,94.05,3.66,1
219.64,14.24,25.68,3.7,0
229.96,13.58,49.9,8.81,1
217.64,13.65,99.71,5.35,1
234.24,2.57,67.78,0.25,0
220.68,3.1,72.89,6.04,0
235.9,6.46,27.28,9.32,1
228.33,3.13,24.46,2.22,0
221.15,0.82,95.53,8.41,1
241.13,4.92,50.54,6.49,0
225.72,11.1,69.44,6.13,0
248.64,4.49,95.23,7.53,1
229.54,8.51,56.89,6.93,0
211.67,2.0,84.03,1.57,1
218.54,10.38,32.84,2.3,0
214.86,5.15,93.41,3.52,1
226.52,4.05,79.97,0.25,0
229.38,1.43,86.74,5.39,1
223.27,0.42,21.95,6.86,0
219.3,8.15,71.34,6.35,0
238.87,14.46,91.84,1.84,1
236.5,11.91,87.45,6.08,1
228.54,4.13,25.99,5.29,0
210.44,12.83,60.31,7.94,1
231.8,8.51,65.61,5.18,0
236.38,12.13,78.88,1.8,0
220.72,1.34,76.54,1.24,0
211.31,9.8,28.75,7.76,1
241.43,14.88,76.03,0.26,0
219.87,1.92,59.22,6.15,0
239.11,13.27,64.18,9.27,1
221.17,9.66,25.82,1.37,0
241.14,12.6,95.96,5.74,1
232.84,11.88,69.59,2.85,0
214.61,4.89,42.19,6.72,0
236.01,11.09,47.99,2.74,0
247.5,2.73,40.8,2.94,0
227.73,3.24,58.29,4.39,0
229.04,14.9,40.65,0.84,0
248.68,3.19,48.54,5.96,0
229.99,5.22,97.59,7.4,1
227.42,14.6,56.46,1.56,0
243.23,8.73,90.59,2.43,1
235.64,6.46,65.74,6.38,0
223.16,10.86,97.58,6.94,1
222.82,2.46,75.24,0.2,0
217.0,1.06,86.4,5.8,1
236.89,13.65,48.05,0.3,0
247.21,6.06,59.23,5.15,0
220.4,3.96,94.76,0.43,1
225.06,1.52,36.48,6.0,0
243.21,0.89,65.05,5.99,0
217.33,4.52,99.08,9.74,1
223.5,8.65,87.97,0.92,1
241.19,7.54,44.6,9.77,1
216.05,6.78,80.11,0.83,1
238.48,14.57,79.07,7.56,1
247.3,11.79,77.29,5.6,0
235.37,4.25,48.39,3.13,0
210.05,6.58,89.23,3.2,1
218.64,0.95,66.0,3.89,0
212.18,2.89,71.47,0.21,0
212.93,12.62,59.09,5.99,0
223.36,11.79,42.93,3.17,0
249.87,2.57,99.36,8.1,1
226.24,13.79,40.14,3.84,0
222.78,8.18,88.52,3.5,1
213.8,4.09,94.92,9.94,1
212.91,9.3,44.88,2.84,0
240.93,0.63,90.21,1.5,1
212.87,1.43,92.94,1.03,1
237.17,12.7,56.02,7.16,1
246.73,8.37,98.06,4.96,1
222.47,14.33,76.76,3.63,0
217.39,5.01,85.89,2.22,1
237.69,11.67,20.98,5.11,0
229.52,9.4,39.43,4.85,0
223.49,10.88,52.89,3.04,0
214.74,0.55,88.51,1.19,1
230.94,0.51,91.54,0.3,1
230.26,0.89,49.11,7.22,1
246.87,13.16,82.85,4.92,1
216.32,12.55,93.94,3.62,1
244.78,0.88,40.47,8.09,1
212.41,12.03,36.03,6.37,0
235.57,1.12,54.23,0.88,0
210.55,3.83,95.8,7.94,1
241.64,6.97,39.67,3.11,0
237.02,12.46,69.39,8.89,1
242.58,10.96,54.83,3.35,0
249.32,12.64,76.08,0.9,0
224.63,13.71,22.57,3.67,0
221.92,3.56,76.36,3.87,0
235.15,1.01,73.43,6.02,0
217.04,7.06,92.92,7.37,1
215.88,11.37,98.56,0.78,1
218.28,3.36,30.59,3.18,0
210.63,6.13,91.66,0.75,1
222.66,6.62,85.06,9.71,1
213.01,14.83,32.18,2.31,0
249.94,9.58,44.82,7.21,1
234.12,12.87,79.95,0.74,0
232.69,14.3,67.98,2.03,0
238.79,4.48,94.77,7.43,1
234.42,4.71,80.86,2.37,1
237.1,4.18,46.84,0.88,0
210.6,14.43,84.64,2.72,1
225.33,2.36,26.45,0.29,0
220.92,11.06,81.44,2.05,1
236.43,3.35,83.07,9.18,1
221.43,1.85,48.46,2.49,0
246.06,8.41,80.43,1.55,1
227.49,6.7,62.6,9.65,1
233.16,2.03,42.96,2.52,0
243.94,13.18,66.03,1.92,0
228.22,0.07,97.33,8.45,1
214.64,10.12,56.77,4.68,0
226.18,14.24,79.74,0.36,0
215.49,4.97,91.76,2.65,1
245.88,9.12,85.47,8.06,1
215.06,12.36,48.07,4.06,0
231.07,0.49,63.81,0.58,0
246.2,3.86,90.28,1.64,1
245.65,3.27,30.27,9.64,1
226.55,14.32,70.62,2.19,0
232.4,4.0,86.64,8.5,1
210.37,3.12,42.32,0.98,0
237.05,3.11,84.49,6.86,1
223.0,3.22,96.81,1.07,1
240.62,13.6,93.03,7.35,1
212.68,13.91,84.73,7.35,1
219.46,6.95,61.23,4.23,0
221.99,8.53,29.81,3.94,0
244.45,2.32,20.91,6.76,0
241.04,14.03,94.69,0.54,1
210.69,3.25,57.95,2.48,0
249.16,10.94,88.19,4.64,1
226.46,7.42,55.88,9.28,1
235.82,10.49,35.84,0.51,0
237.11,15.0,63.05,2.15,0
214.75,12.62,71.58,7.37,1
247.17,7.53,72.17,3.68,0
217.82,9.96,97.39,1.02,1
241.46,13.17,33.72,7.23,1
234.38,4.6,39.06,6.23,0
210.08,9.11,33.41,7.56,1
231.0,0.9,32.5,8.99,1
223.24,11.65,97.5,7.4,1
240.41,1.28,69.68,0.09,0
246.64,13.58,36.24,3.48,0
245.78,6.05,92.2,5.29,1
210.84,5.62,90.99,7.55,1
233.42,2.22,25.55,8.35,1
237.31,5.38,93.63,5.75,1
244.34,13.33,62.85,9.09,1
229.05,4.17,46.77,3.49,0
234.98,2.41,56.65,7.64,1
238.63,14.2,53.9,7.35,1
216.86,9.49,79.0,1.88,0
237.42,13.55,76.18,3.42,0
235.42,14.52,35.65,2.48,0
219.41,2.94,23.07,8.9,1
222.0,14.87,27.04,6.77,0
220.01,0.71,97.75,5.03,1
248.58,3.31,33.29,9.81,1
227.63,8.11,94.8,7.92,1
238.72,9.37,30.33,2.72,0
211.28,14.87,85.32,5.41,1
218.91,12.09,38.02,3.3,0
227.14,9.99,64.07,6.52,0
229.93,12.83,29.83,1.33,0
244.99,1.04,53.21,1.61,0
247.55,14.29,20.01,5.24,0
229.03,4.41,51.05,1.53,0
222.17,3.62,70.42,2.81,0
246.14,10.13,33.35,3.77,0
217.73,3.32,26.45,8.99,1
241.87,10.21,67.52,4.62,0
216.28,11.02,37.71,2.86,0
242.24,12.47,66.91,2.7,0
219.6,11.16,61.75,1.94,0
220.24,9.62,46.53,9.55,1
241.53,7.02,54.47,0.51,0
210.61,0.42,52.63,2.34,0
214.92,0.26,47.71,7.64,1
222.14,13.64,58.04,3.14,0
237.06,3.94,82.57,4.39,1
247.46,10.78,92.74,7.67,1
210.29,1.12,90.76,3.4,1
219.65,14.27,56.43,1.59,0
225.62,11.96,85.93,2.06,1
242.11,8.51,78.91,5.24,0
220.19,14.64,54.75,3.99,0
232.93,9.85,38.71,3.7,0
235.19,0.49,78.62,1.19,0
245.03,6.37,82.71,5.41,1
245.81,5.72,43.15,8.38,1
225.65,4.95,71.47,6.57,0
220.4,3.08,31.24,3.66,0
235.05,2.34,24.39,9.98,1
246.23,7.31,63.68,9.74,1
237.89,1.16,39.23,7.36,1
247.6,10.6,77.92,4.14,0
246.17,13.79,63.19,7.43,1
227.65,13.7,84.22,3.15,1
246.4,9.32,90.12,8.19,1
210.07,10.83,73.03,3.92,0
235.62,0.55,63.03,0.92,0
244.47,9.02,51.13,4.31,0
222.44,2.25,39.5,0.77,0
221.05,5.07,88.72,9.1,1
246.22,0.92,63.87,8.33,1
240.67,12.78,20.44,5.72,0
242.28,14.52,26.98,7.3,1
230.37,3.98,54.66,5.08,0
211.13,1.51,90.75,6.3,1
216.6,2.48,50.6,8.94,1
231.28,14.34,70.67,7.29,1
228.58,0.92,35.22,6.68,0
222.8,10.23,59.48,0.19,0
228.3,10.12,58.71,6.53,0
213.62,7.42,23.52,4.95,0
227.7,3.03,78.24,8.08,1
225.9,6.6,55.34,3.71,0
217.65,5.18,36.13,8.05,1
216.33,12.06,67.52,3.48,0
247.72,12.61,83.59,7.57,1
222.67,5.27,22.98,3.7,0
247.58,0.79,50.97,0.17,0
222.85,2.43,87.23,1.37,1
213.44,12.56,92.07,9.31,1
243.78,13.58,78.18,6.83,0
230.48,0.6,55.32,1.98,0
213.37,7.74,73.91,3.96,0
211.67,8.37,81.03,2.19,1
230.77,14.61,56.32,0.27,0
248.12,13.26,54.39,0.76,0
246.44,14.85,56.32,5.87,0
236.66,0.11,40.46,6.61,0
226.79,4.15,82.78,4.27,1
246.02,5.11,66.83,1.5,0
240.31,0.23,89.08,5.45,1
238.09,10.91,41.61,1.51,0
218.31,7.86,59.57,1.08,0
241.17,2.72,58.7,5.74,0
228.84,6.93,55.79,3.03,0
247.58,12.81,68.93,4.68,0
243.1,13.4,67.09,7.3,1
233.52,12.19,31.58,8.5,1
240.27,12.0,56.14,6.9,0
233.48,3.73,23.14,2.61,0
216.34,3.88,38.81,6.45,0
213.58,13.76,82.71,0.68,1
249.75,5.9,25.8,0.57,0
239.16,9.84,52.4,4.33,0
242.6,2.48,80.42,1.8,1
236.92,9.65,60.65,7.27,1
220.41,10.74,22.06,2.25,0
237.34,14.0,57.34,5.17,0
229.01,11.34,93.58,4.39,1
215.07,5.76,40.68,5.12,0
221.77,12.97,67.25,0.12,0
215.37,12.9,81.41,9.63,1
210.68,1.99,82.62,9.55,1
242.29,0.73,93.74,1.74,1
224.39,4.0,87.32,7.74,1
237.1,12.81,44.75,1.71,0
221.38,5.26,92.37,2.09,1
235.15,10.78,71.86,4.31,0
231.39,10.43,76.53,8.87,1
211.31,5.93,41.84,4.38,0
241.09,5.93,79.56,1.19,0
226.52,6.75,32.64,1.03,0
229.67,11.46,98.75,2.63,1
233.0,0.87,79.94,7.55,1
231.97,13.73,24.38,0.16,0
231.75,6.27,26.03,1.16,0
242.19,11.32,49.46,5.23,0
215.11,9.79,55.43,6.57,0
226.97,9.56,89.76,7.71,1
236.87,6.41,48.84,4.32,0
236.99,2.21,63.6,2.1,0
229.19,12.62,71.16,5.37,0
240.19,8.4,28.99,1.13,0
247.66,13.46,42.21,4.8,0
246.25,12.5,79.99,9.23,1
247.08,3.64,35.57,0.74,0
218.43,11.18,23.56,9.0,1
249.67,13.17,53.49,8.83,1
210.08,5.69,72.72,0.23,0
218.66,1.49,89.95,6.02,1
224.41,12.48,50.54,9.27,1
244.61,0.92,52.66,3.19,0
231.97,4.34,89.37,4.24,1
249.41,9.8,72.18,4.35,0
245.42,5.43,32.79,1.01,0
223.59,6.86,75.55,6.36,0
228.68,9.37,96.79,9.56,1
239.36,11.01,98.82,1.45,1
217.06,4.61,43.83,0.79,0
238.95,2.4,99.35,7.73,1
241.82,11.5,80.26,8.06,1
234.27,14.76,92.42,4.04,1
222.45,4.12,88.28,0.96,1
211.76,1.76,85.72,1.52,1
242.41,0.75,21.99,4.12,0
234.68,9.85,56.93,1.66,0
240.69,14.13,82.72,6.5,1
243.01,11.78,83.89,6.69,1
219.22,10.34,57.28,8.89,1
239.9,8.61,64.26,8.02,1
236.34,2.77,73.64,6.73,0
225.73,4.59,22.49,0.74,0
247.7,0.26,80.32,9.99,1
239.55,10.84,53.57,1.36,0
224.44,4.18,96.86,0.11,1
244.08,5.42,89.73,2.13,1
249.13,9.71,24.86,0.32,0
213.84,10.26,54.89,8.83,1
222.76,4.51,51.57,9.17,1
224.89,4.32,53.98,1.9,0
244.32,6.31,67.51,6.57,0
220.89,2.51,53.12,5.86,0
241.12,5.57,86.1,8.16,1
231.76,0.49,24.51,8.81,1
246.64,8.67,68.6,2.14,0
246.38,1.09,58.2,8.28,1
236.86,1.04,91.63,9.79,1
232.45,6.81,87.67,8.78,1
232.25,0.22,34.88,1.81,0
244.95,9.58,60.64,0.72,0
245.71,14.66,53.63,8.55,1
219.63,4.06,30.04,5.41,0
243.81,11.83,34.05,7.08,1
240.24,0.88,41.63,8.68,1
219.61,0.42,52.42,1.74,0
225.94,0.44,29.75,0.37,0
230.52,13.87,78.93,8.47,1
229.72,4.27,82.02,1.02,1
230.31,6.12,52.01,1.44,0
249.37,1.45,47.05,4.71,0
219.79,6.84,73.36,5.4,0
243.54,8.31,77.35,5.01,0
218.14,11.95,75.15,2.62,0
224.07,5.12,85.22,3.38,1
238.8,5.57,82.8,7.55,1
246.68,5.34,43.24,9.47,1
219.72,10.83,91.39,7.19,1
211.0,14.27,65.72,2.3,0
218.36,0.97,41.71,8.8,1
235.48,6.99,59.19,2.62,0
236.29,8.67,93.22,4.17,1
234.12,11.38,44.62,6.99,0
229.47,1.74,47.0,7.11,1
225.45,7.51,77.91,4.35,0
242.09,1.39,75.67,7.94,1
212.68,0.45,42.25,1.82,0
248.35,5.05,39.6,2.15,0
229.17,9.47,71.04,8.69,1
227.79,2.2,31.17,2.22,0
237.26,7.41,80.3,3.8,1
212.4,10.6,36.31,0.89,0
227.26,4.15,40.34,7.19,1
249.01,14.58,27.57,5.72,0
248.76,2.32,91.47,7.75,1
228.2,2.96,94.9,0.89,1
219.94,10.69,74.76,9.14,1
219.92,8.65,40.72,8.46,1
231.17,9.08,38.69,7.7,1
220.09,13.48,82.74,8.86,1
220.01,3.79,98.76,7.71,1
241.46,9.58,70.6,8.53,1
219.7,6.93,71.08,5.17,0
235.94,10.49,47.3,9.14,1
235.28,13.87,46.51,6.3,0
215.76,6.45,51.93,4.47,0
243.4,3.12,33.29,2.68,0
210.42,0.59,23.29,7.64,1
227.48,1.7,68.88,9.52,1
241.54,1.89,82.05,7.15,1
217.96,9.13,36.99,0.3,0
249.66,1.61,66.31,8.12,1
231.45,8.41,98.73,6.77,1
243.18,9.37,80.04,6.68,1
238.33,10.98,67.63,7.57,1
221.15,8.26,71.45,8.91,1
212.23,3.73,94.02,8.02,1
210.33,10.63,76.34,6.69,0
224.15,5.94,44.42,7.55,1
249.3,14.89,69.77,6.46,0
215.24,2.59,59.32,3.4,0
211.21,12.34,43.45,7.04,1
230.43,4.64,41.81,0.16,0
238.25,10.76,28.35,8.22,1
214.98,2.15,78.96,9.19,1
248.87,8.26,41.8,2.24,0
236.1,2.61,82.58,2.56,1
228.2,0.11,63.26,5.31,0
217.87,1.51,33.4,2.84,0
217.91,2.98,23.92,5.11,0
225.34,9.41,69.83,2.83,0
238.84,6.29,89.24,6.59,1
248.01,5.58,26.96,2.88,0
247.98,11.33,87.25,5.09,1
221.96,5.72,74.49,6.18,0
229.14,13.88,77.46,5.1,0
216.49,11.0,71.82,9.74,1
234.68,2.72,87.04,9.48,1
244.58,13.02,88.49,3.64,1
228.23,3.08,81.18,5.3,1
213.04,1.74,95.81,3.99,1
233.73,7.72,77.02,2.28,0
213.51,13.75,46.77,1.66,0
229.59,13.69,39.93,0.93,0
216.82,6.64,78.9,1.79,0
210.0,4.97,23.69,5.12,0
241.66,13.02,93.48,3.76,1
234.16,1.95,24.28,5.86,0
249.32,11.45,46.65,2.59,0
226.32,6.73,25.7,9.04,1
213.96,10.94,87.15,8.83,1
214.3,11.69,91.37,3.67,1
243.99,13.54,34.0,0.36,0
227.73,6.62,88.15,3.83,1
243.86,10.0,45.9,2.94,0
249.19,13.43,62.72,6.2,0
241.18,4.38,96.91,8.46,1
239.49,13.08,46.75,1.32,0
225.78,13.07,63.92,1.16,0
221.54,12.28,20.09,1.97,0
247.37,7.09,22.6,8.61,1
216.92,2.45,75.59,6.42,0
247.38,2.34,72.97,5.29,0
247.35,7.01,82.98,9.88,1
246.78,4.25,68.32,6.29,0
233.35,0.68,77.58,0.68,0
225.01,9.23,45.91,1.87,0
242.76,8.5,35.07,5.77,0
225.38,10.44,52.07,4.59,0
233.35,0.39,37.83,8.86,1
225.43,12.79,55.65,3.82,0
242.17,11.8,68.01,4.14,0
243.94,8.32,40.25,6.2,0
215.48,13.93,87.06,7.73,1
241.89,6.4,55.3,8.0,1
212.18,0.22,52.28,8.13,1
210.19,14.05,63.73,6.18,0
212.57,6.82,52.03,4.99,0
214.41,1.03,60.65,5.16,0
216.74,11.48,96.86,8.42,1
226.09,11.18,73.18,6.76,0
231.22,14.38,99.73,3.19,1
213.38,10.23,30.97,5.05,0
236.74,13.23,77.45,6.03,0
230.75,2.19,84.78,0.93,1
244.16,2.4,96.04,0.59,1
221.5,4.23,31.29,5.77,0
228.94,11.5,88.15,6.28,1
220.11,13.79,91.37,8.15,1
223.94,8.92,73.12,8.21,1
239.2,14.88,27.18,0.64,0
223.72,11.27,43.13,5.37,0
232.13,4.96,98.29,2.13,1
246.19,7.05,29.09,7.13,1
236.06,7.52,22.28,1.2,0
214.41,12.34,61.93,2.01,0
243.62,0.92,45.89,5.77,0
213.72,6.92,86.02,0.67,1
212.93,1.64,40.22,2.41,0
210.5,5.29,71.62,8.92,1
235.95,6.27,67.62,8.1,1
247.47,5.51,85.76,7.03,1
244.39,6.2,52.91,9.58,1
220.44,4.34,96.77,8.28,1
222.84,12.83,47.86,6.22,0
216.13,9.24,75.53,5.22,0
215.85,0.1,48.7,4.67,0
225.84,6.54,70.81,4.48,0
244.26,7.26,29.24,4.39,0
217.87,0.28,74.44,4.96,0
237.08,10.83,79.45,4.51,0
246.76,0.52,52.07,9.41,1
237.26,2.78,44.22,4.96,0
228.93,12.57,27.05,3.18,0
215.17,8.76,79.56,5.36,0
249.6,8.14,56.3,8.03,1
221.07,1.28,63.58,4.69,0
221.3,5.52,54.72,4.47,0
217.58,10.51,91.5,9.95,1
228.5,8.13,75.39,7.51,1
248.89,10.02,47.88,0.57,0
234.37,8.27,90.16,5.74,1
232.29,4.19,23.52,2.72,0
221.66,1.41,71.52,4.97,0
244.28,3.02,32.22,5.62,0
215.99,2.26,40.55,5.86,0
240.41,12.73,42.85,2.04,0
219.4,8.3,60.51,0.24,0
241.54,3.62,98.08,0.36,1
240.81,4.55,98.55,6.64,1
244.74,13.98,69.57,4.5,0
244.34,6.68,83.45,3.72,1
220.36,10.38,20.19,0.47,0
211.28,1.3,69.39,6.8,0
237.75,4.93,73.42,5.49,0
228.26,12.69,25.53,6.23,0
217.85,13.15,30.01,1.39,0
241.37,12.02,61.48,1.36,0
220.15,9.29,72.56,5.02,0
245.38,5.95,70.67,5.79,0
219.54,4.5,87.7,7.83,1
227.1,13.18,85.72,6.51,1
240.11,1.85,96.46,1.49,1
238.13,12.81,36.06,4.71,0
211.88,7.35,87.13,5.3,1
233.66,14.15,83.73,1.4,1
238.36,0.94,43.55,7.02,1
216.44,4.49,52.93,0.32,0
211.95,0.65,32.25,0.09,0
247.41,12.24,95.1,3.13,1
248.5,13.93,40.58,6.25,0
224.36,2.86,64.19,1.4,0
234.63,3.83,99.45,8.89,1
233.82,1.18,95.87,9.37,1
233.6,9.72,53.47,1.31,0
225.79,10.48,81.09,0.91,1
216.83,2.42,45.35,2.35,0
245.23,12.6,95.04,9.18,1
212.74,5.51,63.0,0.11,0
230.79,6.57,29.6,6.7,0
249.32,9.66,26.39,8.91,1
214.9,7.06,43.63,9.85,1
241.5,5.87,49.83,5.31,0
248.89,5.29,93.59,2.94,1
241.94,11.8,65.67,1.44,0
246.22,9.07,60.96,6.01,0
234.36,9.84,62.88,3.83,0
241.7,14.26,73.87,3.09,0
224.61,7.72,65.95,7.2,1
221.18,10.77,28.83,5.45,0
248.94,13.17,91.41,0.45,1
218.67,6.19,84.01,3.8,1
246.96,5.61,97.76,7.01,1
212.62,1.21,20.0,4.07,0
244.02,12.02,55.17,2.06,0
223.86,12.71,96.53,5.83,1
243.78,0.51,26.87,4.17,0
232.8,0.86,28.49,5.79,0
229.63,13.7,97.53,3.42,1
221.1,11.44,32.77,1.96,0
241.02,2.74,43.04,9.6,1
214.65,7.52,75.75,1.01,0
236.6,1.26,86.45,9.16,1
238.07,5.08,35.55,9.74,1
237.54,11.4,64.49,5.75,0
245.69,10.14,42.91,3.13,0
240.66,9.1,27.35,4.38,0
247.46,7.04,54.76,2.54,0
241.76,1.52,77.23,8.12,1
243.5,9.63,25.71,6.42,0
236.14,14.2,80.64,0.21,1
216.55,2.0,21.83,7.63,1
238.7,13.32,37.11,6.64,0
236.62,8.2,65.92,0.59,0
234.45,13.13,64.79,9.43,1
232.16,2.51,70.59,9.4,1
240.25,14.67,81.57,2.59,1
249.23,12.28,93.34,2.22,1
249.13,14.98,27.73,0.15,0
217.01,0.12,32.74,8.24,1
242.77,4.98,99.76,2.17,1
247.92,0.33,99.52,1.84,1
231.74,8.58,48.59,0.37,0
245.17,3.82,40.94,6.53,0
246.08,14.33,98.43,4.25,1
222.44,7.85,91.67,2.35,1
215.53,14.45,39.22,7.53,1
236.78,13.51,23.48,9.83,1
241.08,11.07,83.4,1.18,1
236.06,13.16,37.09,0.28,0
219.32,12.35,63.89,1.97,0
235.18,13.69,21.19,2.7,0
243.2,2.05,47.84,1.73,0
244.32,1.99,71.78,2.17,0
211.12,13.14,50.74,8.3,1
226.95,3.04,41.42,2.76,0
244.58,3.14,81.38,7.58,1
223.47,0.56,38.82,8.49,1
215.64,8.68,36.55,2.72,0
234.65,3.64,76.53,8.94,1
220.24,6.48,24.12,2.64,0
245.6,11.6,89.28,7.14,1
242.12,5.26,36.05,0.59,0
224.08,13.0,58.23,7.67,1
229.67,11.58,24.18,5.62,0
217.59,6.97,36.83,8.36,1
219.53,7.28,22.51,0.09,0
245.23,8.94,75.67,0.37,0
222.77,3.09,54.85,3.51,0
224.29,3.0,75.15,4.13,0
241.58,11.79,74.55,2.43,0
240.99,12.29,56.73,4.83,0
240.52,0.38,24.86,5.62,0
235.33,14.99,29.05,9.31,1
217.8,14.53,98.78,1.16,1
240.41,10.2,94.14,0.29,1
232.64,8.2,52.11,5.83,0
244.56,10.39,24.9,4.69,0
214.12,7.35,93.24,3.54,1
248.22,1.59,98.3,9.88,1
226.96,1.9,23.78,3.37,0
210.18,3.11,63.79,6.14,0
214.82,10.55,62.28,4.46,0
233.25,9.94,75.84,5.18,0
214.57,2.06,26.02,1.85,0
229.6,8.59,96.6,2.81,1
249.64,9.01,61.57,6.2,0
213.6,14.53,58.57,7.02,1
227.13,7.94,44.37,2.52,0
231.89,1.71,22.13,5.57,0
214.37,3.41,58.53,7.45,1
248.87,2.52,70.59,0.05,0
212.29,3.7,31.13,2.82,0
241.97,1.4,46.67,3.67,0
220.32,14.72,92.19,4.95,1
230.2,8.61,41.55,7.86,1
228.98,10.47,41.05,4.18,0
225.32,12.31,48.9,2.38,0
210.92,8.81,64.32,0.19,0
239.02,11.21,94.38,7.92,1
247.78,14.79,67.93,5.01,0
217.63,12.22,59.55,7.11,1
227.01,8.26,41.48,5.28,0
215.22,13.48,82.45,3.15,1
222.18,3.04,31.97,2.42,0
215.57,7.39,48.14,7.44,1
216.25,2.13,88.28,1.05,1
239.74,0.12,83.89,1.75,1
249.4,11.76,66.94,6.81,0
221.69,8.8,60.68,5.0,0
245.41,13.55,35.55,9.75,1
233.27,9.64,31.46,5.65,0
237.32,10.56,69.84,6.07,0
222.99,11.48,77.92,9.69,1
228.87,3.72,91.92,6.35,1
222.15,10.39,64.38,6.64,0
215.66,0.02,52.21,5.78,0
237.64,2.82,28.34,9.79,1
242.43,7.95,29.71,2.34,0
245.53,9.45,48.62,2.87,0
230.73,13.83,42.67,3.69,0
216.19,2.81,64.02,5.4,0
248.75,13.62,54.51,8.74,1
241.09,3.15,91.63,3.28,1
238.91,5.51,95.19,8.28,1
219.8,6.15,37.51,3.55,0
213.14,5.44,61.92,7.03,1
218.17,0.94,52.31,5.28,0
236.79,0.08,51.66,6.63,0
217.49,14.13,23.74,9.93,1
236.56,0.37,61.32,0.82,0
212.04,13.7,63.37,6.88,0
239.47,8.44,27.52,3.95,0
241.07,5.13,43.41,7.8,1
240.19,14.3,88.88,4.61,1
210.12,1.05,97.96,0.35,1
236.13,6.58,47.69,4.58,0
242.5,0.84,78.28,2.78,0
213.93,4.16,68.65,9.1,1
221.6,8.73,58.6,0.6,0
232.33,0.35,20.01,6.25,0
210.54,5.99,58.44,8.22,1
217.47,6.83,33.05,7.88,1
234.22,12.45,48.21,1.4,0
249.51,1.54,46.88,8.36,1
225.37,8.8,69.23,0.05,0
246.93,4.39,23.41,2.92,0
232.13,12.32,52.67,9.5,1
214.93,5.44,32.37,6.52,0
224.22,6.17,75.98,4.95,0
221.8,8.35,35.1,3.92,0
229.02,1.5,21.79,9.69,1
210.53,8.94,38.5,4.02,0
228.87,1.69,38.57,4.81,0
220.12,13.24,99.86,6.85,1
216.89,1.7,34.13,5.04,0
242.25,6.91,40.17,2.41,0
224.83,6.66,97.35,7.23,1
249.68,1.74,56.56,7.64,1
224.31,12.68,65.77,1.4,0
245.36,7.93,59.52,0.15,0
242.9,9.76,62.62,8.15,1
247.53,12.66,93.15,5.63,1
239.09,8.67,70.41,5.03,0
240.58,0.95,26.69,1.03,0
236.15,11.23,28.36,9.57,1
229.34,4.31,60.15,4.37,0
228.04,12.91,45.95,1.91,0
243.2,12.13,25.38,8.02,1
237.64,9.01,97.08,2.59,1
211.09,5.52,81.01,0.93,1
211.29,0.72,26.61,9.31,1
227.38,5.8,59.7,0.12,0
248.84,2.09,94.16,9.79,1
249.72,11.35,45.15,7.5,1
247.76,6.24,59.81,0.2,0
224.73,11.81,73.28,8.49,1
228.45,3.76,98.5,8.39,1
236.22,8.63,85.42,2.86,1
215.52,13.31,97.29,1.78,1
221.86,3.35,48.73,4.17,0
244.37,14.44,72.34,1.32,0
243.54,13.13,97.63,5.91,1
244.78,2.78,60.82,0.06,0
245.33,12.85,95.52,0.42,1
249.85,6.32,52.69,0.07,0
225.53,10.22,89.6,8.1,1
236.0,2.55,42.51,9.89,1
229.22,1.94,34.87,9.34,1
236.41,6.64,65.51,7.78,1
225.67,14.92,34.39,2.72,0
210.38,6.38,37.24,8.04,1
245.43,0.79,53.2,1.98,0
241.14,7.3,80.74,6.74,1
229.61,8.97,61.84,3.47,0
235.77,8.48,27.38,7.17,1
231.9,8.16,41.32,4.66,0
245.75,6.09,95.47,9.04,1
236.85,0.63,94.79,6.87,1
238.66,10.42,70.59,3.64,0
244.76,12.84,20.88,2.94,0
246.46,1.66,30.14,5.5,0
219.2,7.28,48.84,3.83,0
226.11,3.4,55.41,9.93,1
247.8,8.39,37.38,1.14,0
235.31,6.53,58.95,7.49,1
225.36,3.37,77.09,9.55,1
244.38,2.89,70.7,7.6,1
247.75,12.98,83.79,0.12,1
249.0,5.8,44.69,4.81,0
240.66,1.84,97.83,9.57,1
227.55,8.9,53.46,5.29,0
243.52,0.57,76.36,2.43,0
215.13,13.04,52.68,6.47,0
241.88,6.06,97.67,4.17,1
