Study_Hours,Attendance,Sleep_Hours,Internet_Use_Hrs,Grade
7.7,64,5.2,4.8,B
6.4,86,7.4,3.3,B
1.6,50,7.9,1.0,C
8.3,78,8.0,1.1,B
9.8,90,5.6,2.0,A
9.2,99,8.0,0.2,A
0.9,77,4.8,0.2,C
1.4,55,6.6,3.7,C
6.6,74,8.2,4.5,B
6.6,71,8.1,2.8,B
4.4,61,6.0,3.2,C
3.1,94,6.2,3.8,C
5.8,74,4.8,4.8,B
1.1,61,4.7,0.8,C
2.4,73,5.3,0.5,C
3.6,59,4.3,0.4,C
9.2,51,6.4,3.7,B
3.6,66,7.5,2.3,C
6.0,79,8.2,2.2,B
4.6,91,4.2,3.7,C
5.7,58,5.6,0.1,B
0.7,91,5.5,4.0,C
8.0,52,6.1,1.2,B
4.0,56,9.0,1.1,C
6.2,50,7.3,0.1,B
3.8,59,5.0,0.1,C
8.4,94,4.3,1.4,A
6.9,90,5.7,0.7,B
5.1,63,4.8,0.2,B
2.2,99,8.8,2.3,C
6.7,95,7.5,2.4,B
1.1,71,8.8,3.5,C
9.8,84,5.5,1.4,A
8.8,55,6.8,2.3,B
9.6,91,7.3,1.0,A
7.3,61,4.4,4.6,B
0.1,52,5.2,1.3,C
9.8,62,6.5,2.7,B
7.6,84,4.8,1.6,A
9.4,83,7.9,0.8,A
2.3,80,4.8,4.7,C
0.7,99,5.6,2.7,C
9.2,96,6.8,4.8,A
9.8,68,4.1,1.9,B
0.7,70,4.9,4.5,C
9.6,94,8.4,1.9,A
4.5,50,8.5,1.9,C
9.5,58,8.6,1.4,B
7.7,60,7.2,0.2,B
7.7,65,4.9,2.2,B
1.8,85,8.5,2.0,C
0.7,76,5.6,4.6,C
6.9,77,5.8,2.8,B
4.4,75,4.4,2.7,C
3.7,58,4.3,4.6,C
8.8,81,5.6,4.0,A
8.6,72,7.8,4.9,B
3.8,87,5.2,3.7,C
1.4,73,4.3,1.2,C
4.3,75,4.7,2.3,C
6.3,50,6.3,3.4,B
8.8,81,6.8,1.5,A
6.9,96,8.4,4.2,B
2.0,97,7.7,4.1,C
3.3,92,7.5,4.4,C
7.7,83,7.3,3.6,A
3.8,50,7.4,1.8,C
1.8,74,5.3,2.2,C
3.9,99,7.2,2.8,C
6.3,92,6.5,1.2,B
2.4,50,8.5,0.7,C
7.0,98,8.7,1.5,B
6.5,98,4.9,3.8,B
5.3,94,5.4,3.0,B
9.1,66,6.9,3.8,B
4.3,96,5.2,2.4,C
8.9,55,7.4,3.7,B
0.2,53,7.6,3.3,C
1.4,51,6.1,0.6,C
6.5,51,8.6,1.7,B
0.4,95,6.3,4.7,C
2.0,84,5.4,0.7,C
2.0,51,5.4,2.3,C
7.4,63,6.0,3.7,B
0.0,50,8.2,4.2,C
8.7,97,5.5,3.5,A
4.5,98,8.6,1.6,C
7.4,97,5.9,1.4,A
5.4,79,4.7,0.7,B
8.2,57,7.6,0.1,B
4.7,77,8.2,4.2,C
1.2,76,8.2,3.8,C
0.1,92,8.3,1.4,C
9.0,78,4.0,2.4,B
8.1,53,6.5,4.0,B
9.7,59,7.8,2.4,B
4.3,60,5.6,2.5,C
2.1,53,5.2,1.3,C
6.3,86,8.5,3.6,B
0.2,100,6.3,0.9,C
0.5,69,5.0,4.3,C
0.5,96,7.0,0.7,C
7.2,88,8.4,2.7,A
3.1,74,8.2,3.7,C
3.2,51,8.9,4.5,C
0.3,60,6.3,2.0,C
0.1,62,8.4,4.3,C
1.3,56,6.3,1.3,C
6.7,65,8.7,4.1,B
0.7,82,7.3,1.5,C
8.7,82,4.4,2.3,A
5.3,68,8.7,1.0,B
8.6,87,8.0,2.2,A
2.1,67,4.5,0.5,C
9.6,73,8.5,4.3,B
7.2,52,8.1,3.2,B
7.8,68,6.8,2.9,B
8.0,99,7.4,2.5,A
4.5,85,4.4,2.8,C
3.2,57,8.7,1.6,C
0.9,78,6.9,4.1,C
1.4,86,8.2,1.8,C
9.5,54,4.7,4.9,B
0.3,99,5.1,2.2,C
8.5,87,7.0,4.0,A
5.4,77,4.6,3.0,B
1.4,91,6.5,3.8,C
0.1,52,5.2,3.8,C
2.5,56,4.9,3.4,C
6.3,67,7.6,2.7,B
3.8,96,4.2,0.7,C
5.4,81,5.7,2.7,B
0.3,74,7.3,2.8,C
7.3,88,7.7,0.5,A
2.3,69,7.3,3.9,C
5.9,92,4.5,0.1,B
6.8,81,6.1,3.7,B
8.7,69,4.8,2.7,B
6.2,94,4.9,3.7,B
0.8,80,8.1,1.6,C
0.2,59,6.6,2.8,C
0.4,98,4.4,3.2,C
5.6,74,5.9,4.8,B
3.4,73,5.0,2.4,C
3.0,79,8.7,4.4,C
5.5,76,6.1,0.5,B
3.3,85,7.4,0.5,C
5.3,73,6.2,0.3,B
5.8,58,4.6,3.3,B
3.5,86,6.1,1.3,C
0.6,74,7.4,3.8,C
9.7,50,7.5,3.8,B
0.4,85,7.0,5.0,C
3.8,94,8.5,4.9,C
3.8,60,6.7,1.5,C
8.1,73,6.0,0.9,B
1.8,63,5.4,3.8,C
0.2,71,8.4,3.3,C
8.7,60,8.9,4.7,B
1.3,61,4.1,3.4,C
2.7,74,8.4,3.7,C
9.4,65,5.4,0.7,B
4.2,52,6.8,0.7,C
1.5,64,9.0,3.0,C
7.0,96,8.8,2.5,B
9.0,82,5.2,2.1,A
4.9,63,8.2,0.9,C
2.4,69,8.0,4.1,C
9.3,81,6.1,5.0,A
9.2,86,7.7,2.8,A
4.6,79,6.8,2.5,C
9.0,59,8.1,3.1,B
6.5,64,8.0,0.7,B
6.4,77,4.7,2.9,B
2.8,69,4.5,0.9,C
0.2,100,8.0,2.7,C
6.6,61,5.5,4.7,B
5.2,82,8.2,4.7,B
6.2,56,4.4,4.3,B
8.3,100,8.8,2.2,A
6.6,90,5.5,2.6,B
2.7,98,7.6,2.1,C
7.6,77,7.0,3.8,B
5.1,92,8.2,3.0,B
0.5,82,6.3,2.6,C
5.2,72,7.0,1.4,B
7.0,91,8.2,4.9,B
9.7,61,8.3,0.2,B
6.6,60,5.9,0.3,B
0.9,82,4.4,0.8,C
3.5,91,4.9,2.3,C
3.8,91,8.7,4.0,C
10.0,62,6.9,3.7,B
3.7,83,8.1,5.0,C
8.4,78,5.7,4.4,B
2.1,73,6.4,0.0,C
7.5,97,7.1,3.6,A
7.4,91,4.9,1.2,A
7.4,78,6.2,4.3,B
2.7,70,8.0,2.0,C
9.2,77,8.1,2.4,B
7.0,88,4.9,4.1,B
0.4,68,8.0,3.8,C
1.5,72,5.9,1.8,C
5.8,73,5.2,2.0,B
2.5,63,6.7,1.8,C
8.5,98,7.6,4.9,A
3.3,86,6.7,3.2,C
4.4,63,4.2,0.2,C
8.6,74,4.1,3.5,B
9.4,84,8.4,4.4,A
8.7,84,4.3,0.5,A
4.9,74,8.8,0.3,C
4.0,99,5.2,2.5,C
8.0,69,4.3,4.8,B
9.9,81,7.9,4.1,A
9.6,64,8.1,0.8,B
6.5,69,7.6,2.9,B
5.2,96,5.0,1.6,B
7.5,57,6.2,3.7,B
6.9,83,4.3,4.4,B
2.7,85,6.9,1.5,C
6.0,72,5.7,2.0,B
8.9,88,7.0,1.1,A
5.4,93,6.8,1.8,B
3.6,80,5.9,1.9,C
2.0,70,8.9,3.6,C
4.0,97,6.1,1.7,C
7.2,86,8.2,4.7,A
6.3,75,5.8,1.5,B
1.8,65,8.5,1.5,C
1.5,71,6.2,2.8,C
4.5,99,8.8,0.1,C
5.6,68,5.4,1.3,B
3.2,92,4.9,0.5,C
8.5,89,4.7,4.7,A
7.0,95,4.2,2.3,B
7.3,55,5.5,3.8,B
0.6,58,6.5,0.6,C
6.3,69,8.0,3.3,B
5.1,98,4.4,5.0,B
7.1,98,7.4,4.6,A
6.2,76,5.3,0.1,B
7.4,60,8.2,1.2,B
10.0,77,6.3,3.0,B
2.4,80,6.4,3.8,C
4.3,100,5.1,1.0,C
5.4,76,6.5,3.6,B
7.0,69,4.3,2.8,B
7.6,55,8.8,3.6,B
8.9,66,7.7,2.2,B
5.9,88,4.3,4.6,B
9.8,82,5.6,4.2,A
9.0,86,6.8,1.3,A
7.4,77,6.7,2.6,B
5.8,92,7.9,1.5,B
8.1,56,4.2,2.4,B
6.3,83,8.2,3.8,B
3.4,76,7.0,2.2,C
4.8,77,5.3,4.9,C
4.5,73,6.5,3.3,C
7.8,62,4.6,0.0,B
6.3,93,8.4,2.0,B
4.2,92,8.1,3.9,C
3.6,63,8.6,0.2,C
1.1,97,4.0,0.6,C
4.5,57,7.0,0.6,C
1.8,83,8.6,1.4,C
9.9,76,7.3,3.1,B
3.4,53,7.2,0.2,C
8.4,80,7.8,1.7,B
2.8,74,4.3,1.5,C
4.9,74,4.5,4.4,C
8.5,83,5.7,0.9,A
3.3,67,4.2,0.5,C
1.7,55,7.8,2.0,C
5.3,82,5.9,2.0,B
6.4,68,4.2,3.1,B
3.4,99,7.2,3.6,C
9.0,67,6.9,4.3,B
1.0,64,6.2,0.1,C
5.3,90,4.0,0.4,B
2.2,87,5.2,1.2,C
5.0,99,6.0,4.3,C
7.1,95,5.8,0.8,A
9.6,73,5.7,3.6,B
2.6,91,7.4,1.6,C
9.8,86,5.4,0.1,A
3.6,69,4.2,1.2,C
1.8,68,7.1,2.1,C
1.2,87,7.4,1.0,C
4.0,58,7.7,2.8,C
6.8,70,9.0,3.6,B
8.0,87,6.4,3.9,A
0.2,76,8.3,4.9,C
8.1,53,8.6,0.8,B
5.1,96,4.3,0.2,B
9.1,83,5.9,0.5,A
9.8,85,6.8,3.3,A
10.0,85,5.5,4.0,A
1.3,98,4.4,0.6,C
9.5,82,6.3,1.9,A
8.0,50,7.6,4.7,B
4.6,54,8.4,1.7,C
0.5,88,6.8,0.8,C
9.2,73,6.8,1.1,B
2.3,100,8.1,3.9,C
4.5,73,6.0,1.7,C
5.0,97,6.8,0.2,C
9.4,61,5.8,2.4,B
9.6,79,6.7,2.5,B
6.1,74,8.4,0.7,B
5.1,87,7.4,4.5,B
8.1,96,5.3,2.9,A
1.3,60,8.2,4.4,C
2.1,76,8.5,0.9,C
1.2,77,4.8,2.9,C
8.0,57,6.0,3.8,B
8.7,79,6.9,2.9,B
3.1,94,5.3,0.5,C
0.9,66,7.9,4.6,C
5.9,89,7.4,1.0,B
1.1,62,4.7,1.2,C
4.3,57,6.7,3.2,C
9.1,93,7.0,2.4,A
3.9,84,4.8,3.9,C
0.5,87,4.9,0.6,C
4.8,52,8.5,0.0,C
0.2,53,5.9,3.8,C
8.5,87,4.3,0.4,A
0.5,62,6.1,2.4,C
1.9,90,4.4,4.0,C
1.3,98,6.0,3.4,C
8.5,90,6.3,3.7,A
7.2,89,6.5,4.6,A
8.0,63,4.8,1.7,B
1.6,93,5.1,4.8,C
1.1,53,4.7,0.3,C
2.9,79,5.1,1.2,C
5.5,73,6.5,2.9,B
6.2,73,5.8,1.3,B
7.1,60,8.3,1.4,B
5.3,74,8.5,4.1,B
5.7,58,8.1,2.2,B
7.6,87,4.6,0.5,A
7.4,56,8.0,2.2,B
8.2,76,4.4,3.5,B
7.7,58,4.5,2.0,B
7.1,74,4.5,0.5,B
4.8,89,8.4,4.9,C
7.9,77,8.5,4.5,B
8.2,78,8.7,1.2,B
8.0,66,6.5,3.7,B
5.4,94,8.4,3.1,B
7.2,52,8.9,0.5,B
5.1,84,5.3,0.5,B
3.7,77,8.6,1.2,C
1.9,70,7.0,2.7,C
1.0,77,6.0,4.2,C
0.0,76,4.4,3.3,C
0.2,74,6.9,4.0,C
4.9,66,9.0,2.3,C
2.6,70,8.5,1.0,C
5.3,97,5.3,4.2,B
3.1,55,6.8,4.1,C
0.9,74,8.3,2.8,C
0.5,68,7.9,3.6,C
6.7,75,5.0,3.8,B
1.9,73,4.9,4.4,C
7.3,52,8.4,3.2,B
5.5,73,5.8,1.9,B
0.1,83,5.4,1.1,C
7.1,64,8.7,3.4,B
9.4,52,7.7,3.1,B
3.6,72,7.3,3.2,C
4.3,51,4.9,3.1,C
9.5,95,5.4,1.4,A
1.7,66,4.9,4.7,C
4.8,50,4.4,0.3,C
4.3,86,8.9,2.8,C
6.8,89,8.1,1.5,B
7.7,87,8.9,1.2,A
8.3,61,8.0,0.8,B
2.8,51,4.4,4.5,C
3.6,63,8.1,2.6,C
0.3,86,6.1,2.1,C
9.2,84,7.8,4.8,A
0.2,68,5.9,1.9,C
7.7,74,6.1,3.5,B
9.5,50,5.0,3.8,B
7.7,78,8.8,0.6,B
2.8,83,7.3,1.0,C
0.5,55,7.4,0.4,C
5.2,62,4.5,0.5,B
1.2,56,7.0,1.6,C
4.5,80,4.1,4.3,C
2.9,51,7.8,1.1,C
0.5,50,5.2,4.7,C
5.8,69,5.0,4.3,B
4.6,60,8.4,3.0,C
1.0,79,6.4,1.0,C
5.6,94,4.8,3.7,B
6.7,51,7.5,0.5,B
8.2,66,7.3,4.8,B
3.9,83,6.5,3.5,C
7.1,88,4.4,0.6,A
9.9,58,5.5,2.8,B
7.2,84,4.5,3.2,A
2.9,60,5.3,2.2,C
4.3,61,6.3,0.2,C
2.0,82,7.9,4.2,C
7.6,90,7.4,2.2,A
0.9,90,4.3,1.7,C
5.6,71,7.0,2.8,B
0.2,57,4.6,1.5,C
1.8,52,5.2,1.6,C
8.2,64,5.0,3.9,B
4.2,76,7.3,3.5,C
0.3,69,8.8,4.9,C
4.7,51,4.6,2.7,C
4.1,97,5.8,4.0,C
4.4,97,4.5,4.8,C
5.5,65,5.1,0.6,B
0.8,85,8.6,1.0,C
4.8,65,7.1,2.4,C
10.0,90,4.5,1.9,A
7.9,89,4.8,4.4,A
3.6,68,5.3,0.4,C
2.5,64,8.7,4.2,C
6.8,52,4.9,3.8,B
1.0,82,7.1,2.1,C
5.3,71,8.0,4.5,B
0.2,63,4.6,4.9,C
1.0,51,8.2,3.8,C
5.8,98,5.7,2.1,B
3.9,97,8.8,3.2,C
2.6,99,5.7,1.5,C
4.2,87,4.6,1.7,C
5.7,97,9.0,0.4,B
0.2,93,4.5,0.0,C
0.8,78,4.6,3.4,C
9.2,92,6.3,0.9,A
7.5,96,4.7,2.5,A
5.7,80,8.4,4.2,B
2.3,64,8.7,2.8,C
9.1,98,5.8,2.4,A
5.4,63,7.0,3.0,B
1.2,55,6.2,0.4,C
4.0,56,8.3,1.2,C
2.3,86,7.4,2.8,C
4.3,95,4.0,1.5,C
6.1,53,8.5,2.2,B
3.6,56,5.1,2.9,C
3.8,73,7.6,1.2,C
1.0,65,4.9,3.6,C
3.3,55,6.9,2.1,C
0.2,89,6.3,1.0,C
7.1,87,7.5,2.5,A
6.1,91,7.1,4.4,B
2.1,61,6.5,2.2,C
6.2,61,7.7,4.8,B
8.6,55,5.6,2.5,B
5.0,76,6.6,3.0,C
9.3,64,5.7,0.4,B
7.1,65,5.0,0.3,B
5.1,96,4.4,0.9,B
2.3,76,5.7,3.5,C
6.5,56,5.8,4.6,B
2.0,64,6.3,2.0,C
7.9,94,4.6,4.3,A
8.7,82,6.9,3.8,A
9.3,92,7.4,5.0,A
9.6,97,6.3,2.7,A
3.3,95,8.7,0.6,C
2.6,51,6.3,1.7,C
1.0,84,7.0,4.9,C
5.7,71,5.0,2.3,B
9.7,90,7.1,3.8,A
4.7,100,5.1,4.0,C
2.9,64,5.3,0.7,C
2.7,78,4.3,1.9,C
3.0,84,5.9,2.2,C
1.6,97,6.6,1.8,C
9.2,57,4.5,1.2,B
1.9,90,8.8,4.0,C
9.6,71,8.5,4.0,B
9.4,72,8.5,1.0,B
8.5,91,4.3,4.4,A
6.8,87,8.8,3.5,B
8.8,97,5.4,4.6,A
3.5,75,5.3,3.9,C
9.2,92,5.0,3.9,A
2.4,87,5.6,2.1,C
8.1,80,8.7,0.3,B
0.7,77,8.5,3.9,C
0.8,68,8.5,4.6,C
8.5,63,6.6,0.2,B
8.6,91,7.3,2.8,A
4.5,97,5.4,3.5,C
2.2,81,5.7,0.4,C
0.9,65,5.8,4.5,C
2.9,60,4.6,1.4,C
8.7,59,4.1,0.0,B
9.9,52,6.0,1.0,B
1.7,61,5.6,4.8,C
9.4,64,5.7,2.9,B
3.7,97,7.4,1.7,C
6.9,70,4.4,4.8,B
8.4,88,5.2,3.3,A
8.0,88,7.0,4.2,A
5.0,81,5.2,3.7,C
8.8,87,6.6,2.1,A
5.0,93,6.4,2.9,C
6.5,87,5.4,2.9,B
3.9,66,5.1,5.0,C
4.0,52,8.0,0.4,C
4.6,88,7.4,3.4,C
5.2,50,8.6,0.9,B
0.6,84,6.9,0.4,C
1.8,94,8.6,1.9,C
7.4,53,6.4,1.7,B
7.8,57,5.7,1.8,B
1.7,77,6.9,2.2,C
9.8,64,8.8,4.9,B
5.8,98,6.3,3.5,B
9.9,94,8.4,4.8,A
9.2,69,8.5,5.0,B
3.6,69,7.3,2.8,C
6.7,69,7.5,1.2,B
2.4,64,5.1,3.5,C
0.8,97,5.8,4.7,C
1.3,97,6.7,2.0,C
3.7,97,6.8,3.3,C
5.4,84,4.6,4.2,B
7.7,75,5.6,3.7,B
2.7,71,4.6,0.9,C
6.7,60,7.6,1.7,B
1.0,50,4.8,0.0,C
4.1,55,5.2,2.3,C
10.0,69,8.0,2.2,B
7.7,98,4.1,1.0,A
8.0,69,4.4,0.0,B
9.8,64,6.6,3.6,B
9.7,66,6.8,4.1,B
9.6,56,5.0,3.0,B
8.3,53,5.9,0.4,B
8.4,86,4.1,4.5,A
4.8,92,7.0,4.3,C
1.3,80,4.4,2.2,C
8.9,85,7.6,1.6,A
2.9,87,4.8,4.8,C
8.2,57,6.4,2.3,B
2.9,78,8.2,2.0,C
4.8,63,6.4,1.9,C
9.5,88,8.9,0.4,A
8.2,55,5.3,0.1,B
1.8,98,5.0,2.4,C
3.9,87,7.6,3.1,C
7.6,95,6.1,4.3,A
9.5,61,4.4,0.5,B
8.9,63,4.5,4.5,B
3.9,99,5.9,2.0,C
3.2,100,7.4,1.0,C
1.6,69,8.1,1.3,C
0.8,56,7.9,0.7,C
5.7,56,6.3,3.9,B
4.3,53,6.6,4.3,C
8.4,89,5.7,0.6,A
2.8,87,6.7,0.5,C
7.3,78,7.0,2.4,B
4.8,72,6.2,3.9,C
9.3,82,4.6,1.7,A
7.6,83,9.0,0.7,A
4.0,97,5.3,3.0,C
3.0,78,8.0,3.4,C
0.5,78,7.8,1.7,C
1.1,71,6.6,3.3,C
8.0,87,7.5,1.6,A
8.2,79,5.5,4.4,B
7.5,96,7.3,2.9,A
6.7,88,6.7,4.6,B
5.6,74,4.9,1.0,B
0.4,56,4.2,0.2,C
5.4,70,7.0,0.6,B
1.4,63,7.4,4.2,C
1.1,74,7.7,2.8,C
4.8,76,9.0,4.5,C
6.9,64,5.1,3.6,B
1.6,71,4.3,0.3,C
3.0,71,8.2,3.4,C
7.1,88,8.7,1.2,A
7.7,77,6.7,0.2,B
0.4,71,8.7,4.3,C
2.5,59,4.1,3.7,C
4.4,67,7.1,2.7,C
1.9,75,6.6,2.5,C
6.0,75,4.7,3.5,B
9.1,86,8.8,4.4,A
0.9,58,7.8,1.2,C
6.6,100,8.5,2.6,B
2.3,96,6.1,4.2,C
10.0,89,8.1,3.7,A
9.4,62,4.6,0.2,B
9.6,89,8.5,0.0,A
8.9,77,4.2,3.0,B
2.3,62,5.6,1.5,C
9.4,55,5.5,4.8,B
8.3,51,7.0,3.0,B
0.0,73,5.8,3.5,C
4.1,70,4.9,4.8,C
8.4,74,4.3,3.8,B
1.5,97,5.9,0.4,C
7.8,51,4.8,4.4,B
1.2,95,6.0,3.5,C
6.3,80,5.7,0.4,B
8.2,60,6.4,0.3,B
3.1,90,5.6,4.0,C
2.5,99,7.9,1.0,C
0.6,82,6.6,0.8,C
4.1,76,6.9,4.4,C
0.4,97,7.9,2.8,C
2.9,89,5.0,2.9,C
3.8,96,7.7,2.1,C
5.0,54,4.8,3.8,C
9.3,98,7.6,3.7,A
5.7,70,8.4,3.6,B
7.3,63,8.5,2.9,B
2.7,55,7.1,0.4,C
9.6,62,5.8,3.6,B
6.8,95,6.9,2.9,B
6.4,59,7.4,0.0,B
7.7,65,4.9,1.5,B
9.0,74,4.4,1.3,B
0.9,75,5.9,2.9,C
2.0,66,6.1,4.1,C
2.7,99,5.1,2.9,C
8.5,91,6.4,1.6,A
9.3,90,4.4,2.4,A
2.3,93,8.2,0.5,C
3.4,54,4.6,1.4,C
4.0,53,4.7,1.5,C
9.4,60,7.8,2.3,B
0.4,56,8.3,2.7,C
8.4,65,7.0,0.1,B
3.2,51,4.8,2.2,C
0.0,63,6.7,4.8,C
10.0,51,7.7,0.8,B
7.4,74,7.4,4.5,B
1.7,64,5.8,4.0,C
9.4,65,8.9,0.2,B
4.7,95,4.5,0.7,C
3.4,98,6.8,2.7,C
9.1,75,4.6,1.0,B
1.1,52,5.8,2.3,C
8.3,95,6.6,2.4,A
9.7,77,4.1,0.4,B
6.7,63,5.6,4.5,B
8.4,90,6.6,2.4,A
3.3,73,4.4,4.3,C
2.6,76,5.1,1.8,C
1.9,73,5.9,4.4,C
4.9,76,6.4,1.0,C
0.0,68,6.7,1.3,C
8.8,55,8.5,0.1,B
4.3,75,5.9,0.5,C
2.9,75,7.7,3.3,C
8.9,73,7.6,1.3,B
3.1,59,6.3,1.1,C
3.8,94,8.8,2.2,C
0.4,67,4.1,3.0,C
6.7,68,8.1,0.6,B
9.9,82,4.4,4.2,A
8.8,74,8.5,1.2,B
8.6,97,4.4,3.1,A
7.4,69,4.1,4.4,B
6.9,52,5.8,2.5,B
4.0,92,4.5,1.2,C
4.1,72,4.0,2.8,C
1.5,67,4.9,3.5,C
3.2,62,4.6,0.1,C
0.4,77,5.2,5.0,C
4.5,50,5.3,2.4,C
3.5,80,8.9,4.8,C
0.9,83,7.7,2.6,C
9.7,77,5.1,0.9,B
0.8,54,7.4,4.8,C
2.5,62,5.2,4.8,C
9.0,92,9.0,4.9,A
7.3,66,5.1,1.9,B
1.8,87,7.5,4.8,C
1.7,65,7.3,2.3,C
8.1,97,4.6,2.5,A
2.4,80,8.0,3.3,C
2.6,64,7.7,0.5,C
2.6,57,4.5,3.9,C
1.3,75,4.7,3.0,C
2.6,57,7.5,1.6,C
2.9,89,6.2,1.8,C
0.6,54,6.7,1.1,C
8.3,65,6.9,4.4,B
0.5,64,8.4,2.2,C
6.2,70,6.0,0.6,B
8.1,73,5.6,4.3,B
3.9,67,4.4,2.4,C
6.3,66,4.6,0.3,B
8.8,98,5.8,0.4,A
1.0,89,5.6,2.0,C
7.5,54,7.5,4.5,B
3.5,91,8.7,1.5,C
9.9,62,8.7,1.4,B
7.6,89,8.4,4.8,A
9.8,87,4.5,1.2,A
2.0,53,4.7,1.7,C
7.9,95,6.8,4.6,A
6.8,98,6.9,2.7,B
9.1,91,8.4,2.9,A
9.1,91,4.9,1.6,A
6.8,65,5.9,3.1,B
9.9,55,6.7,4.8,B
6.1,58,8.7,1.0,B
3.3,67,6.6,0.6,C
1.2,94,8.0,0.9,C
3.2,58,8.1,0.4,C
2.2,89,5.4,4.7,C
4.4,93,8.9,1.3,C
7.3,70,7.5,4.9,B
4.1,60,8.6,0.3,C
8.8,71,8.2,1.7,B
6.8,74,5.9,1.6,B
2.3,66,6.7,1.9,C
2.1,72,5.6,3.7,C
2.4,81,4.6,0.9,C
1.0,91,4.1,4.8,C
5.1,67,6.9,0.0,B
3.5,50,6.5,0.5,C
8.3,61,4.7,0.9,B
4.0,95,5.9,1.9,C
3.8,72,5.9,2.1,C
5.9,54,4.7,1.5,B
7.0,69,8.1,4.4,B
9.5,99,6.0,1.2,A
4.1,78,6.3,2.3,C
9.4,66,7.3,3.8,B
9.1,77,4.6,5.0,B
9.9,76,8.4,3.5,B
4.1,81,6.7,5.0,C
1.3,92,5.4,0.1,C
4.5,89,5.5,2.7,C
7.1,75,6.1,4.7,B
5.5,99,7.6,1.8,B
0.0,62,8.4,0.1,C
7.7,92,8.3,0.7,A
5.9,98,5.8,1.7,B
1.4,93,7.4,3.3,C
5.4,78,5.8,4.3,B
6.3,52,5.2,4.1,B
5.0,64,5.4,2.7,C
6.2,99,4.5,1.2,B
8.5,68,4.2,0.7,B
7.5,90,8.4,0.1,A
3.7,90,6.1,2.3,C
7.7,58,7.3,2.8,B
1.6,59,4.3,3.7,C
4.4,73,7.9,0.9,C
1.1,75,9.0,1.4,C
1.4,66,5.4,1.8,C
10.0,80,6.6,0.9,B
6.1,72,8.1,3.8,B
4.9,73,6.2,3.8,C
1.9,53,5.8,2.5,C
2.8,67,8.5,2.3,C
1.8,89,8.1,1.5,C
0.1,92,5.1,2.3,C
9.7,50,6.1,4.4,B
4.9,52,8.3,0.5,C
5.2,100,6.7,4.7,B
4.4,84,6.1,3.1,C
4.7,92,8.9,0.8,C
8.9,79,6.4,3.7,B
7.0,70,4.1,4.9,B
9.9,53,5.6,1.4,B
4.0,52,4.8,1.8,C
6.1,62,6.1,1.4,B
6.2,56,6.2,1.3,B
4.2,56,7.9,3.2,C
9.5,85,5.8,3.2,A
7.0,50,6.1,0.7,B
3.4,60,4.8,4.1,C
1.0,65,4.7,1.3,C
8.6,64,4.5,2.6,B
6.8,90,8.6,4.2,B
6.7,95,5.8,3.9,B
2.6,99,8.7,0.4,C
0.4,68,7.3,4.5,C
2.0,65,7.5,4.3,C
9.1,60,5.1,1.5,B
1.1,84,4.7,4.9,C
4.7,64,5.1,4.6,C
2.4,54,4.1,2.5,C
8.2,92,6.4,1.8,A
3.5,84,8.2,4.8,C
1.2,93,5.7,3.2,C
6.7,98,6.2,3.0,B
9.6,92,4.2,3.0,A
0.5,64,8.5,3.2,C
4.4,74,8.4,2.8,C
4.2,75,4.5,4.6,C
7.7,100,6.0,3.6,A
9.0,69,4.2,3.4,B
1.2,59,7.0,2.8,C
8.2,98,8.1,5.0,A
9.5,80,7.2,4.0,B
0.2,56,6.7,1.7,C
6.5,50,7.7,2.6,B
3.2,94,6.3,0.4,C
5.8,98,8.1,3.2,B
5.2,86,6.9,4.7,B
4.7,95,7.1,1.3,C
6.1,83,5.7,3.7,B
6.0,75,7.6,3.0,B
8.6,82,9.0,2.5,A
6.8,78,5.3,0.4,B
2.2,62,7.5,0.5,C
7.0,95,8.0,0.5,B
8.2,57,7.4,4.1,B
9.1,74,5.1,0.4,B
1.2,96,7.2,3.8,C
0.1,91,7.8,2.4,C
4.2,88,6.4,4.9,C
7.3,51,5.8,2.1,B
0.5,90,5.6,4.3,C
1.3,67,5.6,0.8,C
8.7,75,5.4,3.3,B
0.9,80,8.5,2.6,C
7.9,72,7.9,0.5,B
3.3,58,4.0,1.1,C
5.6,90,7.6,0.4,B
4.4,55,6.7,2.6,C
7.2,68,8.5,3.3,B
3.5,97,5.5,0.4,C
8.2,65,6.9,2.8,B
3.7,95,7.5,1.2,C
7.7,91,6.8,1.2,A
4.6,85,5.0,4.0,C
5.8,99,8.9,4.3,B
0.7,61,6.5,1.3,C
0.5,55,5.7,1.7,C
0.2,78,4.3,4.4,C
1.1,93,7.4,2.0,C
3.8,85,4.1,2.0,C
8.7,86,4.2,3.7,A
0.1,91,8.7,3.1,C
3.9,91,7.6,4.1,C
7.2,71,9.0,3.3,B
6.6,94,8.4,2.2,B
5.7,99,4.4,2.1,B
3.9,55,8.8,1.1,C
1.3,66,5.6,2.3,C
9.1,77,7.0,4.2,B
1.0,55,6.2,0.5,C
5.6,69,7.6,0.5,B
9.2,72,7.8,2.5,B
3.5,58,4.6,4.8,C
7.4,76,8.8,1.0,B
5.7,76,5.3,2.8,B
8.8,64,7.2,1.5,B
3.1,91,7.5,0.3,C
2.0,95,5.5,1.0,C
7.1,78,6.1,1.0,B
4.9,54,8.2,4.7,C
6.5,76,5.7,0.6,B
5.2,100,6.1,2.8,B
